"HolderAddress","Balance"
"0xdd9f24efc84d93deef3c8745c837ab63e80abd27",81273203297757405039
"0x000000005804b22091aa9830e50459a15e7c9241",1
"0xad028e16bfb28818d75b60fdfe59f810dd6634e7",103144594426460998
"0x19dde9a26e094bb63aab68cf30fc02aea7dccd56",3000000000000000000
"0xbf3c5ef21cce814eef9c44a4e7a84dc52d57cdc5",116063686359865997133
"0x057f8707f317023db00518f3bb646136be909dfd",7690837263278660352
"0x68575571e75d2cfa4222e0f8e7053f056eb91d6c",319206987424100974
"0x9806fd88f1046da2c54c2facea8a5573025336ab",32236109960697
"0x58e4e1abcc3ad249bdf7a208bd9b2f028788869a",5721624308707889739
"0x12444cbf1ecb10a7ac1e6a287a19a8cf4f735f2e",36188403949699598172
"0x0a6417b2d8b6cb55b1751b5a46289972d33e424c",25305064484877
"0x02b23587b7e347ba79c6508e0a7b1c2341ee9e93",53000000000000000000
"0xece968b4d716c328bc37db38fa732efea4791104",28415131214364099
"0x0000000000007f150bd6f54c40a34d7c3d5e9f56",127104598196704000
"0xf62628bdbffc27814faf3633ae5e16c49f56f7c6",1344482705748609952
"0x8e6519abc478c019c00da09b690c8bcab6c0646b",12142940757738
"0x1f427a6fcdb95a7393c58552093e10a932890fa8",1744855367342760033
"0xdfff804f18f3a224e53725794ba9edd9aecd5b0f",13599342154205199762
"0x72bb4563737b34c399f57407f79793fa64e65702",105334369975840999700
"0xc784aa191b4562d4ae860b851461d7fac80acf33",5661368754361490119
"0xd3deff001ef67e39212f4973b617c2e684fa436c",626621610417677970872
"0xbb39cd5db415783db640e66b257d75454603bb9d",86466763006743192932
"0xf523fe34275030d7e870c85892cbc03424d94ce4",1000000000000000000
"0x864f197a07ab000deeeabcdea417b987d43e4462",1087369189208029940
"0xea16545cf2e4c30b38b156cda0972be63ce71d50",2028690205183230
"0x25ed5dd3596268da08ddeff62e755faa0755818c",1047247666415519918
"0xe52a0601fa3b073b1ba4a691997f76d9b5691c22",94384805654004
"0x417aff82d2cd9fd39fe790af5798ae865fbe8c48",1374036091666
"0x664dd5bcf28bbb3518ff532a384849830f2154ea",17273243075118
"0xb6a0f53e5cddf3396d185cba12dc6a13c9419b06",3630374609169099820
"0xc1f87f65cf67a532f4c6056bf3c121752fa0eb7a",600000000000000000000
"0x6d6e91f00688275db669408369263cd58664b127",35305639726754
"0x5310a5bdbe22ea30d79134f7d5f346f914b52e11",13074281054412
"0x24435205eaf97df22b6f2a2463ba039497596ba4",26466827377044900516
"0x1d7b13d2c5c130e698dffaa11d76adabc787f269",806850244868111965
"0x6908d2ab83f5ecf18a8230a13836963efc7d4de5",237428726755995995
"0xaba366f016bb3c2b6e9750956e719a3159fadcac",627763177064650013
"0xda231cef156979cfb8306580c7f65cfb3d61a16f",1987544440904480014
"0x7d93f170dfd65d14d58682678b7a0d171f287c93",999830857078293000
"0xe5e9e3cfc802687be5a13b943c5c60ad68c54787",2338947559959450029
"0xf287928c1345162dc782ebea37ddf7a599d619e0",55486973780811901236
"0x948538c1732a68901e7206046e17bea2a2dd1bb8",1083203299800270081
"0x9c9c45ce02fe2d66bff2f2e6eb381d54c3a6616a",15514477469793000353
"0xd90ca32bb6bb584f1997dd904478035abe322a38",2987056529091100199
"0x284130829222bd0ca20139fe1695298212835d6f",979214313089369015
"0xfad52efc591596095b382eb42327c1594a8c5604",26889419422411098282
"0x611e77874531d64a1cfc4f40886b0e873291ecc6",817725440598111031
"0x0b025d49201314db012911a95ec7e4609027a693",123280581414569994081
"0x34d43658b4a04f60d0da54226cf652aa8b96adfa",17894953235086
"0x5540f19169613f696c1baf6d88d07532b2ad1464",35855226064722600654
"0x11414661e194b8b0d7248e789c1d41332904f2ba",2564997259113610095
"0x890730762efa86cc9e089ad9e7cafac39e8ff169",4870163190747859971
"0xfdebcd88de4b4143309c2d1bce9b91f62255eb2a",92461426655520804
"0x09887011b01a6ae91b10ba49f377f5a9055fb6c9",4155064337364490434
"0x1cc7e6d8b68803d27a803b58436f8a03ace58b74",18677325594520201690
"0x962699db05a9334c5cd1f9c2867d5160c8e37742",441849687991969005907
"0x35ea8976a0525d21670e0c8932ddd4d21685945e",1358351628470
"0x659868e815de6e5c6695eb59e19ca6ebaabda432",46854678590708
"0xcf621b077908e0431abdaec1c9c50709f39798c2",8400156244636
"0x864a4373595822694fdfae53e3b1507bca69100f",2000000000000000000
"0xf4fedc697f9f935cf5a388947034998386ad8749",3931952433092030130
"0xb51b1a85c3b142dc7f0a1c8f4f1c22b137ced74b",15431016909060799591
"0x90eaf9830209b53336415a08c8f1cf195a8729d9",75832802526088
"0x31da06ae5357b37d68f106c7ef58d575b06594fa",424222157661881
"0x21000670878545496320a1d5d3e8fcecc0e67e48",37081095395075998056
"0x1da53d439dc5e85869307933234546025ab4b787",8082891566121359617
"0x2e4ebde453869d44994e1f5139fc36756613805f",4574
"0xa8f6b8e65c57b5b7a1e20837231f297971a3c4ad",31249742431890399
"0x12ef6340136199278e326a66c0ebf02a8385a0ea",259614541191953985
"0x272da31a0c0abe551db153ca2014d09d31128801",10000000000000000000
"0x7cf32e277a46e3f8ae33209052d96cfe9ff6a994",225610732054452007
"0xa9d6ec0a85eb38f6ae13fcbcd6cb9fc22795a248",2466157084882509842
"0x5ec6abff9bb4c673f63d077a962a29945f744857",147550141171285986275
"0xac0d7086fbe68274704583239f69eed89930cbad",25139799811138200170
"0xa01b9f47c2f59add2dba1f44e2d7414067c08f1d",49500683445878
"0x636c3f5ce667a34a5bdbd576ed89a1b1c1682b83",26134557923226800824
"0xd71928d635e906406eebbf99d8ebbd05bdc7a48a",31800000000000000711
"0xc49d8bcba6c804c8904a1816c42b8b13c8eca8ce",102279999999999996
"0x10dc3243e53732849330b595b986be267d2f2649",20000000000000000000
"0xca54f1f93a186938b31dd4a51fb84342bc9608f8",1000000000000000000
"0x98e073b579fd483eac8f10d5bd0b32c8c3bbd7e0",54856080195500
"0x6d117be586a96266ac346cfc363642243da081e0",12048897534096999706
"0xbf1754b3aabc2719003281cc955a3e96bdc99aad",4837142989107800162
"0x0b6564cf85978dba38eedd3eaf96c97a59097c63",57
"0xdd9de19f733fca241ea2d7a939c6164c20ff1b9b",85897719080127
"0xa2e3bf664bbf3835aaf5d7c5ce7b789752c57772",2057794405935890136
"0x7d2af17978e05a79d39d7cf53876ae1ea0382ca8",79062512081490205
"0x524055a052ff54bc6dcd3c9fb076943566f5a3d4",31792725427863398835
"0x152b6d0b116122dcd788ddb7d564c80f3963d345",2670887422695490176
"0x39f471ac1a57a12c8603f7e7044268962542db5d",2532501963108610088
"0x700f06fe4de2767d415b37cdd50b3e8d608a7da5",10065479239378699816
"0x297946c26171008ba8c0e5642814b5fe6b842ab7",1544884627883120087
"0xb049df3c39b9726817c23efb6d58b75b83a19389",4722724640803090068
"0x16b9acfd374474fab6cda050896719c8bbd0d70a",1387390812847790089
"0xf50fc4138bf3f904a92b0a4830131c995583e814",350430580385271014165
"0xc11fee0266409bb856efef3051e93cdd2db9ead3",103226831350915006169
"0xcfcdd074dc974af94fa2b9d56b6a213c0d96eaf9",4627181982397379656
"0x14df40586e0f2ca5ca222db0dac8df2f4c5b1aab",1431383611622139895
"0x971aaf9a24feeb6eda62e4f39437552af19b2171",6608282583101660279
"0x739db17cbcec38288b7873d15c2d4afeba30c905",59779589738108
"0x35dcde5f5be0a4b0adefe02a95684410af2c0561",2825785179554769933
"0x0b5c77bf369f8b1efc750aa1541a486b484fda26",12395235948702900686
"0xcb2f1663a3f41c3f7ba7adf658602c388a77b02a",4058215187433720
"0x956533e27afb5bce936fb3226babae3ff3efde44",250883108178384986786
"0xa11b1e1f6becf7edd46d3d7d183c6d7412bd1898",309787506415635017
"0x5cc510c6610bd0d3e3f5d2d10971cdd947cd0efa",155597168042754987027
"0x280bf69d522bbcfb3aeb138c59d85a16e449057c",19297200513443698355
"0xf37ecba56986d267e3e2643bb0f59185e69dc8fb",12903739932733000018
"0x68f593572402632c724bc2d2fca05e91541269f3",13776955885358299625
"0x3b003a781d4e71dddd5e13e87fe8fc2685f05470",349439358362106
"0x9bad403563e103a6c3885bc05b0a722d2f9faf04",13864195860356099743
"0x66c9b46d7b3eaf78d368993d105b0858de1bbd17",2074868989472039793
"0x973bc76f055379752f830e40fa3a9d293071baad",67377784389186
"0xf39ccb045f267b33a85589924e9d10a4b79c1f43",26430809471589199688
"0xba80aa0acffe6325bc1623f85b1c6505746bed7a",4602398550596309867
"0x60854821114aa049fc1a8fc606aac0f8e7658840",5802925538508270087
"0xc2d496215e4261c0da0b437063cf15e3528bc545",332017700806445
"0x8810da0197350c1ea0a5ef4674ccfbbc88ad03e5",7971588641555269916
"0xebe7ab193d2b623a28eb59d5f5cfb5df84cf61e1",2603036606551019982
"0x480eb5a225c53ba63d34358124c8ec4bafdf98d3",135380043784424003661
"0x87ac5af3b628c04b79c485ee34da49c8e899bc06",26156306748232598380
"0xe1fd1c0cd70f72442f447a4482c5739c09cb7731",74749625946547
"0xb700b78e84f304fa5ef867fc440bc36a0e46b0e9",52110418571725
"0x44f6a8b9ff94ac5dbbafb305b185e940561c5c7f",13026634114037300094
"0xa66e6e45ccc8ad708b73c8ae1ed4ac3b921dd2c0",10390798974835600887
"0x4212a5320462faf0a92bbb0f1b593290579fb7c4",1334051544701369948598
"0x38aa90cae773e8ea11a78c30dc782974f57ee3a6",30000000000000000000
"0x7e538797c59e44df35e451d550ad69156f93be98",41232674710521298
"0x000000c52b33fa71614810224771dc8f3255b220",5
"0x7723a2bd13e8dc1dd6f911f10446e6eb6c21a748",724572183597609978278
"0xa2d1436358e273bf814d7e9d2bd0d6d17fb4ce0f",6959129388814689676
"0x5aae5193d618640b172e35eb35007425442edc8f",687422704330725991895
"0x049940feda4277b7f01ef10fca0b975c541d8fca",33046476455364903302
"0xcf567f93432aaa439b358f23763365bd9c8ff18d",7229466397305910341
"0x397124e4dbb4387020a767609037ba592f3b1091",1870
"0x879061d5aef4a5d937510c76565d89f68cd4e8d8",147117396592402002398
"0x61d376984f3fb84cc85460b6ad2f0b2b8982372d",20626232832370899217
"0xa6dab77b720ba09171949a5662630def698c22ac",101218263
"0x397fbd1e27352175cc5b6baf171a30911268823c",5669064848994
"0x3a6bacc445cbcbf6a56f62aa47ae6ad211b9a43d",12462897594622800668
"0x755fd3fa2a4bd8c67f405894a3b1992771cc1d2b",13407316779166700726
"0xfe0897a6b9c8b03fae755b1d0cc9f1b0122e9e26",4094626864599970162
"0xce706b43115a757f63986dd3977a64683f5a96fe",15000000000000000000
"0x77203c37b10d543278f72673e405404ee4c8ddc9",3199492574143460111
"0x592f50f6a953065af1aa2ae66aa59fc6e9a163cc",127569379850106003005
"0x5bd68b4d6f90bcc9f3a9456791c0db5a43df676d",7919988060519460
"0xea7f943ddd70f926c786f6cd7dbc658cc77cbc98",500000000000000000
"0xc7dbe4b69bffdac2b4a892ff99364ad817512a87",93089606491954
"0x204b6ccf453109d89f2840308cb1e319d7870e1c",266227683815060004235
"0x3d45b4b618f930c1b14a25166725b1bfbc45bef2",1194143026630019921
"0xd815742777ea92b53991f5dbb4d24bb407883470",7833881266676430144
"0x382ffce2287252f930e1c8dc9328dac5bf282ba1",145894245650947993909
"0xb850e5382d3dabbb51be5013618fb6a396834abe",23128513090436801036
"0x6eeed0f482314304f472f87f3b7bc0c415f7091a",68124892693389398346
"0x49307d775728daf1d4736ab762de0cefd035e323",1
"0x0cb362a439ef58938cad2b38c79d1471a24901de",5071881573766919615
"0xf3ebeb324b99e877603141724b073428ac8018bf",10000000000000000000
"0xedb263d70a4cc82b268177583094e043d584f73f",286
"0x80e3fdc32cf1847ad98b462633dcb33ee4ee602c",9301038632134960
"0x1b9524b0f0b9f2e16b5f9e4bad331e01c2267981",51570010433825300424360
"0xdc0d66c0793547eca414e33f89b54bf2009861ff",52528780967545301905
"0x9d843619946b9eaf8067b594f7f60f50b411b996",2104197521443200
"0xa7230946a4421a68efc625b9e420d916c3924722",193936053843767012950
"0x9ef619efd3bac5e5d31b8837250b2495a9417bd1",17204630176412099019
"0x89ab1f6fff3db7624ec9e894417387494916d3b3",11132362464632400645
"0xb5d0ac38f749d291df5775870c852469e7edf2af",30000000000000000000
"0x52876dafdc67238390477bb2403bdc8021944ddc",372119924774056983097
"0xafd400785bf133587735b7a779a8ccd16e3a1ed6",165543137066928011336
"0x87029960cb6d1011289d35bc8944d37b88c46b72",1967103567404040021
"0xdf4dd7f972926d7d82b8a3bb3feb5254c368045c",76855606673517
"0xfb38245dfcded6baa50a0f1e1de4ee39a6ea0dbc",29436623848568299167
"0xe3e39161d35e9a81edec667a5387bfae85752854",4303128107479190056
"0x8c57eb608c84d96e3bbd79ce799c9f17a69e3127",83962091491768504170
"0xd30fbe644ed73df46c39cec3b73ed2dc8f82e246",3332064001676049880
"0xb78a48658642e77942495f16993b94303c361661",5000000000000000
"0x31edecc4fc6e6c0d3248b9a4b9e651f7e02f82c3",5299861292105809696
"0x513c4a1b24b33c67cca2c4ccb5f56e1f9a44c632",8971290556939960879390
"0x95d4563c0cecd317c07f46c08095281db133f5a5",340143125810179014934
"0x657b90df113c5cf4351b92ce34f4e4edd916f7a0",6874725364122109994
"0xa0fa13ccdb2a3f5239247a270902c28d5f185018",107571613043404994414
"0x020891d1e23ab9a8a5cdc6def299761c5aee0b22",136257313851528010673
"0xe7db8a31966fa3cda8b332a958f472a638af0cb1",72412956013312793857
"0xe4f6b7ae0522e0d220da155ecf05cb2e23eb7d54",4956
"0x3cb84e358b2b8c67b0f563e2c60bd001d1d6c4a3",153214672109529999489
"0x58a48b6cfa8b813757ad8627265741c679bb4445",49807971240047
"0x55bd0878b1651a015d58ae544bac27deff50719a",2831906676717579785
"0x7a5902fded7681931114ffb0c8665e9a2752e4f3",126250041619423996053
"0xc5a80b0a242816e9525ef00cdb0ef3d7da60450e",94681135535068193576
"0x6680b1129d802df66cffe1a9f87bb21d17a0e10b",1
"0x0000000057a888b5dc0a81f02c6f5c3b7d16b183",1
"0x938dafb7c2117d5171d38a4cb6b4c1f3714f287d",16278128405620801544
"0x1c012b03f1c2dea274d2eeeb566b0eeabfe3af1a",174516551633983993952
"0xdf9f7af842e8f40bbfb5fb4b7eecbfadc95ec982",673043345747612988816
"0x88319f48a7dbf52e69ffe5e42b3c008050cfe391",85724407783000306
"0x8c4c6fcb88de8fbe1c45407c2999a06b9d700cd5",16030899999999999039
"0x00000000b7ca7e12dcc72290d1fe47b2ef14c607",29
"0xb7857d5a1888889bcd033b5a8eea33e4ff7ef684",436574606341106004948
"0x14b95ed55c0825a30c5bf6d4905379e06749b117",39068459769193999875
"0x125fd6ed0083fb19a11079d0711f09b56e198785",11282795434884899777
"0xcd5c08e847e572552ea4673f2f9a594e7942496e",47190839725687396822
"0xb9b97135f01a5462e5f741854435c256dd6cd3ee",38706567804798
"0x5ce5d07d00218ed9a1e97c7185af83fd2b02c441",194523569405989999
"0xf27c504c6094ff413cce631390e2ad1160ed58c9",100000000000000000000
"0xe810cfab87aa92e2239b9a37f356f1aee62d3411",51040496947040097098
"0x561eabc2752909f97f402a2b96bf8a28feecb2d5",15063417308188700616
"0xf01a613f03f977d6edd87eea3bd8d3355a177bcf",1715010636397759969
"0xa40d82c53365da021ffdb67783837d8dbfb7cbdc",8628500621076490
"0x1794ca36ad1755b1505779f5a1f9217fb5290aad",3017103744795699871
"0x78602bf9739c77eb64fc629dfe8a7a316bdaf476",15498679906540100859
"0x9bd1f5d4f6c9675f5c5ffab7962dd22d436215b2",4000000000000000000
"0x2e62fbc5004ab9f95bf635647e89050cb64c5165",24427263184187101075
"0x3ccff919e3fa0b42a25c06ab74d769af21ccc115",9906031972357499882
"0xb3bf0e6a90f865514b8250000bc6f7b4df401c28",31587315109927200041
"0xf77439f6fb5b0e1e04638292cadbae396b01d0a8",26755190003137499843
"0xdc98eeedf048f7e085a178ba87eb61810bbcaba3",1133775512403240038
"0xc815a5d9ec71840c21e9ad9090a7879ee23f5aae",21950527995201198905
"0x599ed66963f29b770208eae1ba2933606be4afd4",2396376635570209856
"0xaa5194f0c753f813823cb5f1af5e3c12b6e07526",2060904764444980053
"0x6ade988ee02887cbbf1d2da29352c004a5f39ed3",1003816565871290090
"0x32c3cc6a1e45d4fd550a0a353db702ef99ef07b7",277778331989482978770
"0x1013f3688452f9223fa1aa1419fbf76f7f482b19",133073303077395991068
"0x6896c805d6b419ff200f1ad1e999d0d5d281b3e2",362238542271336996237
"0x934e083eeb125fe3c83a4e0a30189ad65536a994",4153818887929319636
"0xb073b0fe6a0d2e662c3d5934e02046e8f943a289",4623098675786639689
"0xccbb69fa21058d6aaa7c09357114b4dd2bd63d69",50150275653133398635
"0x5d655d6d1f5150832245370a1c2ab85b410cd0cb",10229114970759200176
"0x025ac06e9a08e3ff5137d3cdffca50d64bf59568",3210604500459500
"0x7cfed2a2d4a98680dac6aa55120f5af2ec562ebd",397557281207662983
"0x5b82d74307d75fde3a5da2cdfeb60ed60430f2a8",35184996655331
"0x3472d73bfee2de4b15c845cb23bcef7e44006480",5109460326416449760
"0xc62733f7d8f85ef0f8d72ce9d4197857520dd166",10609162099523800293
"0x8089722e77132ca89ee5db7c5a7a2165684d32a5",9034738306179150413
"0x74ed23ffcbc1b3897668e39f67ae73d98f1bcc55",42116640841732902345
"0x43bc7667bf508ce3905dc0f492f106eae2800536",80000000000000000000
"0xabad4551638a53dd1d644292fdbe37bf4548206e",463000082473591021426
"0x451adbaa9f7e1fbdf611db046ffd797836756fa4",127701243784867003228
"0x00000000003b3cc22af3ae1eac0440bcee416b40",8938098381720499
"0x41ef87e04d8d6641089191398bf936ed975d8110",44647030672210902935
"0xe152d1909740a4194cd1cbabfd6c4a3d9361c20b",64344508596235002074
"0xd8c6c1f47864bfbac8df74280bd0288554f8917b",8020672909901740866
"0xcd7dc18367bd77d9f8a23ebc742fd673f0f7e1d1",7795716759221489767
"0x6e2839114cf8dd8af13b5d5e3bff88f832fa3548",35883698115451
"0xe01dbf212adad5e7ad02b426e7e85c7a4c26c220",1688067004248980041
"0x0000000099cb7fc48a935bceb9f05bbae54e8987",14
"0xb941f9b7566e7108332a9ec187d222a1cc05e422",23729162683180600624
"0xefbb5669c2ef2fa36245bc815442719957113ada",11159064030043699844
"0x7fa7fe382b005f201035c5f0ad542fd8d8998384",589898231805397017524
"0x6339ba065b53c0ddf02deadb060a62a83fc500bb",111907007297663994905
"0x1b6c743940ecb58fd108d3ec42da752c6b3c2eed",445804862866711005154
"0xbf3714c4de3b33b7e172ea03fd4df6472f653e45",2869250747711709959
"0x1a5f5d664c4dfe24c4c8b90cc02b7a97e024ea96",647183948437958012
"0xe45ea60742135d49f0dec1ccb6cd3ef53fc34d26",50094372483162
"0x693616d95a0a6642d01b0a36c7782b5d3031d413",205451845354889996997
"0x8e1f228015267fc3d6f3c192ea1c02d9aac8cd6c",56837099036443802902
"0x19c25885435292501b5e61cffca2855fb6b2533f",2409601749736820064
"0x4e3860df21ca282b0a605ff37836e7202b513f47",5079037521034790004
"0x000000000035b5e5ad9019092c665357240f594e",48
"0x8c25e57092258262a9d2ad626e426e3be81e12d2",100886806057146003468
"0x1108f73da69ef5b64b2410ee9beaae2abb2fa10e",12989961601204100816
"0x7c16ba841564ed0b31fbc7a036362492299c19d5",1166287828975359986
"0x919267e883496503c44895425237df29b9920821",68047857110564
"0x7e295c18fca9de63cf965cfcd3223909e1dba6af",54703115677478
"0x4ae3d81c00e6241d9da0cad3c09140d6f3b2b90d",102498119656060993066
"0xee9a6efd306ad4eeb27cabcef1c0cfde2c238990",100086085612920001608
"0x185bc40de2e813205c239924d35f5b5b8ec270b8",40954297030032996929
"0xe80c41028d0d8809a79df695c87f47aeb4c9d86a",76191354587743301
"0xa0eff5a95db29f73437b7c77c3c97e8a45574ad0",32831074146564802163
"0xdc49e1aca049817f4c03a4f96e451c9dc1ffee50",10169604749972899427
"0x80cca6c891973fb247c901a78c7ad017d24ffff7",13969514049798599231
"0xcf3f95d0fb98e2b5bae9bd031e8a3e01695c9c07",25000000000000000000
"0x0e7cad74b489fe912bbdf0fe6932c4d33c1dad75",2705861678128420156
"0x8750afce0df52ff7b007ba10758b2cac63cd0af0",428137798370786015312
